"Year","Region","Variable","Value","Log Scale"
1874,"Manitoba","Canada-Wide CPI (2021=100)",3.70390093640753,1.30938657139591
1875,"Manitoba","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1876,"Manitoba","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1877,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1878,"Manitoba","Canada-Wide CPI (2021=100)",3.3436162473416,1.20705293006709
1879,"Manitoba","Canada-Wide CPI (2021=100)",3.31286040505045,1.19781198691855
1880,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1881,"Manitoba","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1882,"Manitoba","Canada-Wide CPI (2021=100)",3.78557225935513,1.33119706683635
1883,"Manitoba","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1884,"Manitoba","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1885,"Manitoba","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1886,"Manitoba","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1887,"Manitoba","Canada-Wide CPI (2021=100)",3.50980189799768,1.25555959656812
1888,"Manitoba","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1889,"Manitoba","Canada-Wide CPI (2021=100)",3.43459184946597,1.23389809749836
1890,"Manitoba","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1891,"Manitoba","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1892,"Manitoba","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1893,"Manitoba","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1894,"Manitoba","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1895,"Manitoba","Canada-Wide CPI (2021=100)",2.90812150974397,1.06750734344205
1896,"Manitoba","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1897,"Manitoba","Canada-Wide CPI (2021=100)",3.08361198980029,1.12610163384301
1898,"Manitoba","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1899,"Manitoba","Canada-Wide CPI (2021=100)",3.1086818225697,1.13419878507704
1900,"Manitoba","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1901,"Manitoba","Canada-Wide CPI (2021=100)",3.23403153664023,1.1737295126968
1902,"Manitoba","Canada-Wide CPI (2021=100)",3.28417175240254,1.18911448997976
1903,"Manitoba","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1904,"Manitoba","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1905,"Manitoba","Canada-Wide CPI (2021=100)",3.38445218392715,1.21919205690902
1906,"Manitoba","Canada-Wide CPI (2021=100)",3.45966168223538,1.24117080458813
1907,"Manitoba","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1908,"Manitoba","Canada-Wide CPI (2021=100)",3.6351521622917,1.2906509704372
1909,"Manitoba","Canada-Wide CPI (2021=100)",3.71036166059993,1.31112935450971
1910,"Manitoba","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1911,"Manitoba","Canada-Wide CPI (2021=100)",3.91092197342566,1.36377314503119
1912,"Manitoba","Canada-Wide CPI (2021=100)",4.08641245348199,1.407667434395
1913,"Manitoba","Canada-Wide CPI (2021=100)",4.21176216755252,1.43788112723412
1914,"Manitoba","Canada-Wide CPI (2021=100)",4.23728813559322,1.44392347395653
1915,"Manitoba","Canada-Wide CPI (2021=100)",4.30790960451977,1.46045277590774
1916,"Manitoba","Canada-Wide CPI (2021=100)",4.7316384180791,1.55427153112539
1917,"Manitoba","Canada-Wide CPI (2021=100)",5.57909604519774,1.71902676420145
1918,"Manitoba","Canada-Wide CPI (2021=100)",6.28531073446328,1.83821528146657
1919,"Manitoba","Canada-Wide CPI (2021=100)",6.92090395480226,1.934546390405
1920,"Manitoba","Canada-Wide CPI (2021=100)",8.05084745762712,2.08577736012892
1921,"Manitoba","Canada-Wide CPI (2021=100)",7.06214689265537,1.95474909772252
1922,"Manitoba","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1923,"Manitoba","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1924,"Manitoba","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1925,"Manitoba","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1926,"Manitoba","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1927,"Manitoba","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1928,"Manitoba","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1929,"Manitoba","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1930,"Manitoba","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1931,"Manitoba","Canada-Wide CPI (2021=100)",5.7909604519774,1.75629815899868
1932,"Manitoba","Canada-Wide CPI (2021=100)",5.29661016949153,1.66706702527074
1933,"Manitoba","Canada-Wide CPI (2021=100)",5.01412429378531,1.61225878877574
1934,"Manitoba","Canada-Wide CPI (2021=100)",5.08474576271187,1.62624503075048
1935,"Manitoba","Canada-Wide CPI (2021=100)",5.15536723163842,1.64003835288282
1936,"Manitoba","Canada-Wide CPI (2021=100)",5.22598870056497,1.6536440049386
1937,"Manitoba","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1938,"Manitoba","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1939,"Manitoba","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1940,"Manitoba","Canada-Wide CPI (2021=100)",5.64971751412429,1.73160554640831
1941,"Manitoba","Canada-Wide CPI (2021=100)",6.00282485875706,1.79223016822474
1942,"Manitoba","Canada-Wide CPI (2021=100)",6.21468926553672,1.82691572621263
1943,"Manitoba","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1944,"Manitoba","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1945,"Manitoba","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1946,"Manitoba","Canada-Wide CPI (2021=100)",6.63841807909604,1.89287369400443
1947,"Manitoba","Canada-Wide CPI (2021=100)",7.27401129943503,1.98430789996406
1948,"Manitoba","Canada-Wide CPI (2021=100)",8.33333333333333,2.12026353620009
1949,"Manitoba","Canada-Wide CPI (2021=100)",8.61581920903955,2.15359995646768
1950,"Manitoba","Canada-Wide CPI (2021=100)",8.82768361581921,2.17789264903673
1951,"Manitoba","Canada-Wide CPI (2021=100)",9.74576271186441,2.27683259689163
1952,"Manitoba","Canada-Wide CPI (2021=100)",10.0282485875706,2.30540596933569
1953,"Manitoba","Canada-Wide CPI (2021=100)",9.88700564971751,2.29122133434373
1954,"Manitoba","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1955,"Manitoba","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1956,"Manitoba","Canada-Wide CPI (2021=100)",10.0988700564972,2.31242354199433
1957,"Manitoba","Canada-Wide CPI (2021=100)",10.4519774011299,2.34679118549854
1958,"Manitoba","Canada-Wide CPI (2021=100)",10.7344632768362,2.3734594325807
1959,"Manitoba","Canada-Wide CPI (2021=100)",10.8050847457627,2.38001683312686
1960,"Manitoba","Canada-Wide CPI (2021=100)",10.9463276836158,2.39300402865367
1961,"Manitoba","Canada-Wide CPI (2021=100)",11.0875706214689,2.40582471708273
1962,"Manitoba","Canada-Wide CPI (2021=100)",11.228813559322,2.41848311395466
1963,"Manitoba","Canada-Wide CPI (2021=100)",11.3700564971751,2.43098327671889
1964,"Manitoba","Canada-Wide CPI (2021=100)",11.5819209039548,2.44944533955862
1965,"Manitoba","Canada-Wide CPI (2021=100)",11.864406779661,2.47354289113769
1966,"Manitoba","Canada-Wide CPI (2021=100)",12.3587570621469,2.51436488565794
1967,"Manitoba","Canada-Wide CPI (2021=100)",12.7824858757062,2.54807594300025
1968,"Manitoba","Canada-Wide CPI (2021=100)",13.2768361581921,2.58602087456438
1969,"Manitoba","Canada-Wide CPI (2021=100)",13.9124293785311,2.63278264047241
1970,"Manitoba","Canada-Wide CPI (2021=100)",14.3361581920904,2.66278489077621
1971,"Manitoba","Canada-Wide CPI (2021=100)",14.7598870056497,2.69191316369924
1972,"Manitoba","Canada-Wide CPI (2021=100)",15.4661016949153,2.73865064155093
1973,"Manitoba","Canada-Wide CPI (2021=100)",16.6666666666667,2.81341071676004
1974,"Manitoba","Canada-Wide CPI (2021=100)",18.5028248587571,2.91792341549552
1975,"Manitoba","Canada-Wide CPI (2021=100)",20.4802259887006,3.01945983471495
1976,"Manitoba","Canada-Wide CPI (2021=100)",21.9632768361582,3.08937182391366
1977,"Manitoba","Canada-Wide CPI (2021=100)",23.728813559322,3.16669007169763
1978,"Manitoba","Canada-Wide CPI (2021=100)",25.8474576271186,3.25221224513579
1979,"Manitoba","Canada-Wide CPI (2021=100)",28.2485875706215,3.34104345884241
1980,"Manitoba","Canada-Wide CPI (2021=100)",31.0734463276836,3.43635363864673
1981,"Manitoba","Canada-Wide CPI (2021=100)",34.9576271186441,3.55413667430312
1982,"Manitoba","Canada-Wide CPI (2021=100)",38.771186440678,3.65767735324396
1983,"Manitoba","Canada-Wide CPI (2021=100)",41.0310734463277,3.71432966858634
1984,"Manitoba","Canada-Wide CPI (2021=100)",42.7966101694915,3.75645889780374
1985,"Manitoba","Canada-Wide CPI (2021=100)",44.4915254237288,3.79529873112
1986,"Manitoba","Canada-Wide CPI (2021=100)",46.3276836158192,3.83573970067852
1987,"Manitoba","Canada-Wide CPI (2021=100)",48.3757062146893,3.87899774999665
1988,"Manitoba","Canada-Wide CPI (2021=100)",50.2824858757062,3.9176568231464
1989,"Manitoba","Canada-Wide CPI (2021=100)",52.8248587570621,3.9669818897089
1990,"Manitoba","Canada-Wide CPI (2021=100)",55.3672316384181,4.01398793208483
1991,"Manitoba","Canada-Wide CPI (2021=100)",58.4745762711864,4.06859206611969
1992,"Manitoba","Canada-Wide CPI (2021=100)",59.3220338983051,4.08298080357179
1993,"Manitoba","Canada-Wide CPI (2021=100)",60.4519774011299,4.10184928787617
1994,"Manitoba","Canada-Wide CPI (2021=100)",60.5225988700565,4.10301683033221
1995,"Manitoba","Canada-Wide CPI (2021=100)",61.864406779661,4.12494500267082
1996,"Manitoba","Canada-Wide CPI (2021=100)",62.7824858757062,4.13967614724833
1997,"Manitoba","Canada-Wide CPI (2021=100)",63.8418079096045,4.1564082721266
1998,"Manitoba","Canada-Wide CPI (2021=100)",64.4774011299435,4.16631479232939
1999,"Manitoba","Canada-Wide CPI (2021=100)",65.6073446327684,4.18368765054826
2000,"Manitoba","Canada-Wide CPI (2021=100)",67.3728813559322,4.21024258318271
2001,"Manitoba","Canada-Wide CPI (2021=100)",69.0677966101695,4.23508858176924
2002,"Manitoba","Canada-Wide CPI (2021=100)",70.6214689265537,4.25733419071656
2003,"Manitoba","Canada-Wide CPI (2021=100)",72.5988700564972,4.28494935774954
2004,"Manitoba","Canada-Wide CPI (2021=100)",73.9406779661017,4.30326312260496
2005,"Manitoba","Canada-Wide CPI (2021=100)",75.5649717514124,4.32499283919038
2006,"Manitoba","Canada-Wide CPI (2021=100)",77.0480225988701,4.3444288975675
2007,"Manitoba","Canada-Wide CPI (2021=100)",78.7429378531073,4.36618859562865
2008,"Manitoba","Canada-Wide CPI (2021=100)",80.5790960451977,4.3892392615965
2009,"Manitoba","Canada-Wide CPI (2021=100)",80.7909604519774,4.39186508367417
2010,"Manitoba","Canada-Wide CPI (2021=100)",82.274011299435,4.41005527773423
2011,"Manitoba","Canada-Wide CPI (2021=100)",84.6751412429379,4.43882206676194
2012,"Manitoba","Canada-Wide CPI (2021=100)",85.9463276836158,4.45372300472195
2013,"Manitoba","Canada-Wide CPI (2021=100)",86.7231638418079,4.46272102044151
2014,"Manitoba","Canada-Wide CPI (2021=100)",88.4180790960452,4.48207646339447
2015,"Manitoba","Canada-Wide CPI (2021=100)",89.4067796610169,4.49319651443855
2016,"Manitoba","Canada-Wide CPI (2021=100)",90.6779661016949,4.50731439598433
2017,"Manitoba","Canada-Wide CPI (2021=100)",92.090395480226,4.52277065422102
2018,"Manitoba","Canada-Wide CPI (2021=100)",94.2090395480226,4.54551613821
2019,"Manitoba","Canada-Wide CPI (2021=100)",96.045197740113,4.56481889046452
2020,"Manitoba","Canada-Wide CPI (2021=100)",96.7514124293785,4.5721449305566
2021,"Manitoba","Canada-Wide CPI (2021=100)",100,4.60517018598809
1901,"Saskatchewan","Canada-Wide CPI (2021=100)",3.23403153664023,1.1737295126968
1902,"Saskatchewan","Canada-Wide CPI (2021=100)",3.28417175240254,1.18911448997976
1903,"Saskatchewan","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1904,"Saskatchewan","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1905,"Saskatchewan","Canada-Wide CPI (2021=100)",3.38445218392715,1.21919205690902
1906,"Saskatchewan","Canada-Wide CPI (2021=100)",3.45966168223538,1.24117080458813
1907,"Saskatchewan","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1908,"Saskatchewan","Canada-Wide CPI (2021=100)",3.6351521622917,1.2906509704372
1909,"Saskatchewan","Canada-Wide CPI (2021=100)",3.71036166059993,1.31112935450971
1910,"Saskatchewan","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1911,"Saskatchewan","Canada-Wide CPI (2021=100)",3.91092197342566,1.36377314503119
1912,"Saskatchewan","Canada-Wide CPI (2021=100)",4.08641245348199,1.407667434395
1913,"Saskatchewan","Canada-Wide CPI (2021=100)",4.21176216755252,1.43788112723412
1914,"Saskatchewan","Canada-Wide CPI (2021=100)",4.23728813559322,1.44392347395653
1915,"Saskatchewan","Canada-Wide CPI (2021=100)",4.30790960451977,1.46045277590774
1916,"Saskatchewan","Canada-Wide CPI (2021=100)",4.7316384180791,1.55427153112539
1917,"Saskatchewan","Canada-Wide CPI (2021=100)",5.57909604519774,1.71902676420145
1918,"Saskatchewan","Canada-Wide CPI (2021=100)",6.28531073446328,1.83821528146657
1919,"Saskatchewan","Canada-Wide CPI (2021=100)",6.92090395480226,1.934546390405
1920,"Saskatchewan","Canada-Wide CPI (2021=100)",8.05084745762712,2.08577736012892
1921,"Saskatchewan","Canada-Wide CPI (2021=100)",7.06214689265537,1.95474909772252
1922,"Saskatchewan","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1923,"Saskatchewan","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1924,"Saskatchewan","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1925,"Saskatchewan","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1926,"Saskatchewan","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1927,"Saskatchewan","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1928,"Saskatchewan","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1929,"Saskatchewan","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1930,"Saskatchewan","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1931,"Saskatchewan","Canada-Wide CPI (2021=100)",5.7909604519774,1.75629815899868
1932,"Saskatchewan","Canada-Wide CPI (2021=100)",5.29661016949153,1.66706702527074
1933,"Saskatchewan","Canada-Wide CPI (2021=100)",5.01412429378531,1.61225878877574
1934,"Saskatchewan","Canada-Wide CPI (2021=100)",5.08474576271187,1.62624503075048
1935,"Saskatchewan","Canada-Wide CPI (2021=100)",5.15536723163842,1.64003835288282
1936,"Saskatchewan","Canada-Wide CPI (2021=100)",5.22598870056497,1.6536440049386
1937,"Saskatchewan","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1938,"Saskatchewan","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1939,"Saskatchewan","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1940,"Saskatchewan","Canada-Wide CPI (2021=100)",5.64971751412429,1.73160554640831
1941,"Saskatchewan","Canada-Wide CPI (2021=100)",6.00282485875706,1.79223016822474
1942,"Saskatchewan","Canada-Wide CPI (2021=100)",6.21468926553672,1.82691572621263
1943,"Saskatchewan","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1944,"Saskatchewan","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1945,"Saskatchewan","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1946,"Saskatchewan","Canada-Wide CPI (2021=100)",6.63841807909604,1.89287369400443
1947,"Saskatchewan","Canada-Wide CPI (2021=100)",7.27401129943503,1.98430789996406
1948,"Saskatchewan","Canada-Wide CPI (2021=100)",8.33333333333333,2.12026353620009
1949,"Saskatchewan","Canada-Wide CPI (2021=100)",8.61581920903955,2.15359995646768
1950,"Saskatchewan","Canada-Wide CPI (2021=100)",8.82768361581921,2.17789264903673
1951,"Saskatchewan","Canada-Wide CPI (2021=100)",9.74576271186441,2.27683259689163
1952,"Saskatchewan","Canada-Wide CPI (2021=100)",10.0282485875706,2.30540596933569
1953,"Saskatchewan","Canada-Wide CPI (2021=100)",9.88700564971751,2.29122133434373
1954,"Saskatchewan","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1955,"Saskatchewan","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1956,"Saskatchewan","Canada-Wide CPI (2021=100)",10.0988700564972,2.31242354199433
1957,"Saskatchewan","Canada-Wide CPI (2021=100)",10.4519774011299,2.34679118549854
1958,"Saskatchewan","Canada-Wide CPI (2021=100)",10.7344632768362,2.3734594325807
1959,"Saskatchewan","Canada-Wide CPI (2021=100)",10.8050847457627,2.38001683312686
1960,"Saskatchewan","Canada-Wide CPI (2021=100)",10.9463276836158,2.39300402865367
1961,"Saskatchewan","Canada-Wide CPI (2021=100)",11.0875706214689,2.40582471708273
1962,"Saskatchewan","Canada-Wide CPI (2021=100)",11.228813559322,2.41848311395466
1963,"Saskatchewan","Canada-Wide CPI (2021=100)",11.3700564971751,2.43098327671889
1964,"Saskatchewan","Canada-Wide CPI (2021=100)",11.5819209039548,2.44944533955862
1965,"Saskatchewan","Canada-Wide CPI (2021=100)",11.864406779661,2.47354289113769
1966,"Saskatchewan","Canada-Wide CPI (2021=100)",12.3587570621469,2.51436488565794
1967,"Saskatchewan","Canada-Wide CPI (2021=100)",12.7824858757062,2.54807594300025
1968,"Saskatchewan","Canada-Wide CPI (2021=100)",13.2768361581921,2.58602087456438
1969,"Saskatchewan","Canada-Wide CPI (2021=100)",13.9124293785311,2.63278264047241
1970,"Saskatchewan","Canada-Wide CPI (2021=100)",14.3361581920904,2.66278489077621
1971,"Saskatchewan","Canada-Wide CPI (2021=100)",14.7598870056497,2.69191316369924
1972,"Saskatchewan","Canada-Wide CPI (2021=100)",15.4661016949153,2.73865064155093
1973,"Saskatchewan","Canada-Wide CPI (2021=100)",16.6666666666667,2.81341071676004
1974,"Saskatchewan","Canada-Wide CPI (2021=100)",18.5028248587571,2.91792341549552
1975,"Saskatchewan","Canada-Wide CPI (2021=100)",20.4802259887006,3.01945983471495
1976,"Saskatchewan","Canada-Wide CPI (2021=100)",21.9632768361582,3.08937182391366
1977,"Saskatchewan","Canada-Wide CPI (2021=100)",23.728813559322,3.16669007169763
1978,"Saskatchewan","Canada-Wide CPI (2021=100)",25.8474576271186,3.25221224513579
1979,"Saskatchewan","Canada-Wide CPI (2021=100)",28.2485875706215,3.34104345884241
1980,"Saskatchewan","Canada-Wide CPI (2021=100)",31.0734463276836,3.43635363864673
1981,"Saskatchewan","Canada-Wide CPI (2021=100)",34.9576271186441,3.55413667430312
1982,"Saskatchewan","Canada-Wide CPI (2021=100)",38.771186440678,3.65767735324396
1983,"Saskatchewan","Canada-Wide CPI (2021=100)",41.0310734463277,3.71432966858634
1984,"Saskatchewan","Canada-Wide CPI (2021=100)",42.7966101694915,3.75645889780374
1985,"Saskatchewan","Canada-Wide CPI (2021=100)",44.4915254237288,3.79529873112
